
"InChI","InChI key"
"InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)","InChIKey=QAOWNCQODCNURD-UHFFFAOYSA-N"
"InChI=1S/C8H14N4O4S3/c1-5(17-3)9-15-7(13)11-19-12-8(14)16-10-6(2)18-4/h1-4H3,(H,11,13)(H,12,14)","InChIKey=BAKXBZPQTXCKRR-UHFFFAOYSA-N"
"InChI=1S/C69H118O8/c1-12-17-22-25-28-31-32-33-36-37-40-52-74-65(70)56-64(67(72)76-53-41-38-34-29-26-23-18-13-2)69(68(73)77-54-42-39-35-30-27-24-19-14-3,51-49-60(10)45-47-62(58(6)7)43-20-15-4)57-66(71)75-55-50-61(11)46-48-63(59(8)9)44-21-16-5/h15-16,26-27,29-30,33,36,60-64H,4-6,8,12-14,17-25,28,31-32,34-35,37-57H2,1-3,7,9-11H3/b29-26+,30-27+,36-33+/t60-,61-,62+,63-,64?,69?/m0/s1","InChIKey=MDJJXXQKKBTIGS-HKDPJHGQSA-N"
"InChI=1S/C12H7Cl3O2/c13-7-1-3-11(9(15)5-7)17-12-4-2-8(14)6-10(12)16/h1-6,16H","InChIKey=XEFQLINVKFYRCS-UHFFFAOYSA-N"
"InChI=1S/C4H8N2S4.2Na/c7-3(8)5-1-2-6-4(9)10;;/h1-2H2,(H2,5,7,8)(H2,6,9,10);;/q;2*+1/p-2","InChIKey=UQJQVUOTMVCFHX-UHFFFAOYSA-L"
"InChI=1S/C14H17N5O7S2/c1-4-27(21,22)9-6-5-7-15-12(9)28(23,24)19-14(20)18-13-16-10(25-2)8-11(17-13)26-3/h5-8H,4H2,1-3H3,(H2,16,17,18,19,20)","InChIKey=MEFOUWRMVYJCQC-UHFFFAOYSA-N"
"InChI=1S/C15H24O/c1-2-3-4-5-6-7-8-9-14-10-12-15(16)13-11-14/h10-13,16H,2-9H2,1H3","InChIKey=IGFHQQFPSIBGKE-UHFFFAOYSA-N"
"InChI=1S/C14H8Cl2N4/c15-11-7-3-1-5-9(11)13-17-19-14(20-18-13)10-6-2-4-8-12(10)16/h1-8H","InChIKey=UXADOQPNKNTIHB-UHFFFAOYSA-N"
"InChI=1S/C22H23NO3/c1-21(2)19(22(21,3)4)20(24)26-18(14-23)15-9-8-12-17(13-15)25-16-10-6-5-7-11-16/h5-13,18-19H,1-4H3","InChIKey=XQUXKZZNEFRCAW-UHFFFAOYSA-N"
"InChI=1S/C10H11ClN4/c1-8(14-7-12)15(2)6-9-3-4-10(11)13-5-9/h3-5H,6H2,1-2H3/b14-8+","InChIKey=WCXDHFDTOYPNIE-RIYZIHGNSA-N"
"InChI=1S/C22H26O4/c1-22-10-9-15-14-6-5-13(24-2)11-17(14)20(25-3)12-16(15)18(22)7-8-19(22)21(23)26-4/h5-6,11-12,18-19H,7-10H2,1-4H3/t18-,19+,22-/m0/s1","InChIKey=RJVUHVSRJUDNRA-JQVVWYNYSA-N"
"InChI=1S/C4H6/c1-4-2-3-4/h2H,3H2,1H3","InChIKey=SHDPRTQPPWIEJG-UHFFFAOYSA-N"
"InChI=1S/C7H6O2.3C4H9.Sn/c8-7(9)6-4-2-1-3-5-6;3*1-3-4-2;/h1-5H,(H,8,9);3*1,3-4H2,2H3;/q;;;;+1/p-1","InChIKey=JUEAPPHORMOWPK-UHFFFAOYSA-M"
"InChI=1S/C6H15O4PS2/c1-4-13(8)6-5-12-11(7,9-2)10-3/h4-6H2,1-3H3","InChIKey=PMCVMORKVPSKHZ-UHFFFAOYSA-N"
"InChI=1S/C12H13NO2S/c1-9-11(16-8-7-15-9)12(14)13-10-5-3-2-4-6-10/h2-6H,7-8H2,1H3,(H,13,14)","InChIKey=GYSSRZJIHXQEHQ-UHFFFAOYSA-N"
"InChI=1S/C5H10N2O2S/c1-4(10-3)7-9-5(8)6-2/h1-3H3,(H,6,8)","InChIKey=UHXUZOCRWCRNSJ-UHFFFAOYSA-N"
"InChI=1S/CH2O3.H3N/c2-1(3)4;/h(H2,2,3,4);1H3","InChIKey=ATRRKUHOCOJYRX-UHFFFAOYSA-N"
"InChI=1S/C9H16O2/c1-2-3-4-5-8-6-7-9(10)11-8/h8H,2-7H2,1H3","InChIKey=OALYTRUKMRCXNH-UHFFFAOYSA-N"
"InChI=1S/C12H6F2N2O2/c13-12(14)17-10-3-1-2-8(11(10)18-12)9-6-16-5-7(9)4-15/h1-3,5-6,16H","InChIKey=MUJOIMFVNIBMKC-UHFFFAOYSA-N"
"InChI=1S/C11H19N5S/c1-11(2,3)16-9-13-8(12-7-5-6-7)14-10(15-9)17-4/h7H,5-6H2,1-4H3,(H2,12,13,14,15,16)","InChIKey=HDHLIWCXDDZUFH-UHFFFAOYSA-N"
"InChI=1S/C18H34O3/c1-3-5-7-9-11-13-15-17(19)21-18(20)16-14-12-10-8-6-4-2/h3-16H2,1-2H3","InChIKey=PBBAFLCORNAZCD-UHFFFAOYSA-N"
"InChI=1S/C12H14N4O4S2/c1-19-11(17)15-9(21)13-7-5-3-4-6-8(7)14-10(22)16-12(18)20-2/h3-6H,1-2H3,(H2,13,15,17,21)(H2,14,16,18,22)","InChIKey=QGHREAKMXXNCOA-UHFFFAOYSA-N"
"InChI=1S/C13H22NO3PS/c1-6-16-18(15,14-10(2)3)17-12-7-8-13(19-5)11(4)9-12/h7-10H,6H2,1-5H3,(H,14,15)","InChIKey=ZCJPOPBZHLUFHF-UHFFFAOYSA-N"
"InChI=1S/C14H17Cl2NO2/c1-14(7-3-2-4-8-14)13(19)17-9-5-6-10(18)12(16)11(9)15/h5-6,18H,2-4,7-8H2,1H3,(H,17,19)","InChIKey=VDLGAVXLJYLFDH-UHFFFAOYSA-N"
"InChI=1S/C23H26O3/c1-16(2)13-20-21(23(20,3)4)22(24)25-15-17-9-8-12-19(14-17)26-18-10-6-5-7-11-18/h5-14,20-21H,15H2,1-4H3","InChIKey=SBNFWQZLDJGRLK-UHFFFAOYSA-N"
"InChI=1S/C8H8O11.3H3N/c9-3(18-6(13)14)1-8(17,5(11)12)2-4(10)19-7(15)16;;;/h17H,1-2H2,(H,11,12)(H,13,14)(H,15,16);3*1H3","InChIKey=YHFJGNKJLLDMKV-UHFFFAOYSA-N"
"InChI=1S/O2/c1-2/q-2","InChIKey=ANAIPYUSIMHBEL-UHFFFAOYSA-N"
"InChI=1S/C11H14O5.CH4/c1-2-3-8(12)6-4-10(14)7(11(15)16)5-9(6)13;/h4,6-7,14H,2-3,5H2,1H3,(H,15,16);1H4/p-2","InChIKey=ULZJCZRBTXPQHN-UHFFFAOYSA-L"
"InChI=1S/C20H19F3N2O4/c1-13(14-8-6-9-16(11-14)20(21,22)23)24-29-12-15-7-4-5-10-17(15)18(25-28-3)19(26)27-2/h4-11H,12H2,1-3H3/b24-13+,25-18+","InChIKey=ONCZDRURRATYFI-TVJDWZFNSA-N"
"InChI=1S/C10H19O6PS2/c1-5-15-9(11)7-8(10(12)16-6-2)19-17(18,13-3)14-4/h8H,5-7H2,1-4H3","InChIKey=JXSJBGJIGXNWCI-UHFFFAOYSA-N"
"InChI=1S/C6H14O3.ClH.H3N/c1-2-8-5-6-9-4-3-7;;/h7H,2-6H2,1H3;1H;1H3","InChIKey=FLWPFUHWMIALFZ-UHFFFAOYSA-N"
"InChI=1S/C6H15NO3/c8-4-1-7(2-5-9)3-6-10/h8-10H,1-6H2","InChIKey=GSEJCLTVZPLZKY-UHFFFAOYSA-N"
"InChI=1S/C4H5NOS/c1-5-4(6)2-3-7-5/h2-3H,1H3","InChIKey=BEGLCMHJXHIJLR-UHFFFAOYSA-N"
"InChI=1S/C3H9N/c1-3(2)4/h3H,4H2,1-2H3","InChIKey=JJWLVOIRVHMVIS-UHFFFAOYSA-N"
"InChI=1S/C19H23N3/c1-14-6-8-18(16(3)10-14)20-12-22(5)13-21-19-9-7-15(2)11-17(19)4/h6-13H,1-5H3/b20-12+,21-13+","InChIKey=QXAITBQSYVNQDR-ZIOPAAQOSA-N"
"InChI=1S/C12H12ClN5O4S/c1-7-14-10(17-12(15-7)22-2)16-11(19)18-23(20,21)9-6-4-3-5-8(9)13/h3-6H,1-2H3,(H2,14,15,16,17,18,19)","InChIKey=VJYIFXVZLXQVHO-UHFFFAOYSA-N"
"InChI=1S/C19H17ClN4/c20-18-8-6-16(7-9-18)10-11-19(12-21,13-24-15-22-14-23-24)17-4-2-1-3-5-17/h1-9,14-15H,10-11,13H2","InChIKey=RQDJADAKIFFEKQ-UHFFFAOYSA-N"
"InChI=1S/C13H29N3.ClH/c1-2-3-4-5-6-7-8-9-10-11-12-16-13(14)15;/h2-12H2,1H3,(H4,14,15,16);1H","InChIKey=CGMKPKRNUNDACU-UHFFFAOYSA-N"
"InChI=1S/C5H5NOS/c7-6-4-2-1-3-5(6)8/h1-4,7H","InChIKey=YBBJKCMMCRQZMA-UHFFFAOYSA-N"
"InChI=1S/C16H20O6P2S3/c1-17-23(25,18-2)21-13-5-9-15(10-6-13)27-16-11-7-14(8-12-16)22-24(26,19-3)20-4/h5-12H,1-4H3","InChIKey=WWJZWCUNLNYYAU-UHFFFAOYSA-N"
"InChI=1S/2C23H22ClF3O2/c2*1-14-16(10-7-11-17(14)15-8-5-4-6-9-15)13-29-21(28)20-18(22(20,2)3)12-19(24)23(25,26)27/h2*4-12,18,20H,13H2,1-3H3/b2*19-12-/t2*18-,20-/m10/s1","InChIKey=OXCDWLBJSLVWHB-LKRLXIKPSA-N"
"InChI=1S/C4H10NO3PS/c1-4(6)5-9(7,8-2)10-3/h1-3H3,(H,5,6,7)","InChIKey=YASYVMFAVPKPKE-UHFFFAOYSA-N"
"InChI=1S/O2S/c1-3-2","InChIKey=RAHZWNYVWXNFOC-UHFFFAOYSA-N"
"InChI=1S/C14H7Br3F3N3O4/c1-21(13-9(16)2-6(15)3-10(13)17)12-8(14(18,19)20)4-7(22(24)25)5-11(12)23(26)27/h2-5H,1H3","InChIKey=USMZPYXTVKAYST-UHFFFAOYSA-N"
"InChI=1S/C2H7O5P/c1-2(3)7-8(4,5)6/h2-3H,1H3,(H2,4,5,6)/p-2","InChIKey=QOOLFDOJZJZYKR-UHFFFAOYSA-L"
"InChI=1S/C3H6N2O2S3.3K/c1-4(2(6)8)5(10)3(7)9;;;/h10H,1H3,(H,6,8)(H,7,9);;;/q;3*+1","InChIKey=RVBDJODQUPHEJX-UHFFFAOYSA-N"
"InChI=1S/C4H9NO/c1-3-6-4-2-5-1/h5H,1-4H2","InChIKey=YNAVUWVOSKDBBP-UHFFFAOYSA-N"
"InChI=1S/C22H28N2O3/c1-14-11-15(2)13-17(12-14)21(26)24(22(4,5)6)23-20(25)18-9-8-10-19(27-7)16(18)3/h8-13H,1-7H3,(H,23,25)","InChIKey=QCAWEPFNJXQPAN-UHFFFAOYSA-N"
"InChI=1S/C2H4O/c1-2-3-1/h1-2H2","InChIKey=IAYPIBMASNFSPL-UHFFFAOYSA-N"
"InChI=1S/C27H44O/c1-19(2)8-6-9-21(4)25-15-16-26-22(10-7-17-27(25,26)5)12-13-23-18-24(28)14-11-20(23)3/h12-13,19,21,24-26,28H,3,6-11,14-18H2,1-2,4-5H3/b22-12+,23-13-/t21-,24+,25-,26?,27-/m1/s1","InChIKey=QYSXJUFSXHHAJI-QWSSABAFSA-N"
"InChI=1S/H5O7P3/c1-9(2,3)7-10(4,5)6-8/h8H2,(H,4,5)(H2,1,2,3)","InChIKey=CCEZPZWVNPSILE-UHFFFAOYSA-N"
"InChI=1S/C17H20N2O3/c1-12(2)22-17(20)19-18-15-11-14(9-10-16(15)21-3)13-7-5-4-6-8-13/h4-12,18H,1-3H3,(H,19,20)","InChIKey=VHLKTXFWDRXILV-UHFFFAOYSA-N"
"InChI=1S/C12H20N4O2/c1-14(2)10-13-11(17)16(12(18)15(10)3)9-7-5-4-6-8-9/h9H,4-8H2,1-3H3","InChIKey=CAWXEEYDBZRFPE-UHFFFAOYSA-N"
"InChI=1S/2Fe.3H2O4S/c;;3*1-5(2,3)4/h;;3*(H2,1,2,3,4)/q2*+3;;;/p-6","InChIKey=RUTXIHLAWFEWGM-UHFFFAOYSA-H"
"InChI=1S/C12H9ClF3N3O/c1-17-9-6-18-19(11(20)10(9)13)8-4-2-3-7(5-8)12(14,15)16/h2-6,17H,1H3","InChIKey=NVGOPFQZYCNLDU-UHFFFAOYSA-N"
"InChI=1S/C17H9ClF8N2O4/c18-8-6-7(4-5-11(8)31-16(22,23)14(21)32-17(24,25)26)27-15(30)28-13(29)12-9(19)2-1-3-10(12)20/h1-6,14H,(H2,27,28,29,30)","InChIKey=NJPPVKZQTLUDBO-UHFFFAOYSA-N"
"InChI=1S/C14H24NO4PS3/c1-12(2)18-20(21,19-13(3)4)22-11-10-15-23(16,17)14-8-6-5-7-9-14/h5-9,12-13,15H,10-11H2,1-4H3","InChIKey=RRNIZKPFKNDSRS-UHFFFAOYSA-N"
"InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)","InChIKey=KRKNYBCHXYNGOX-UHFFFAOYSA-N"
"InChI=1S/C13H16O5/c1-2-18-13(17)8-5-9(14)11(10(15)6-8)12(16)7-3-4-7/h7-8,16H,2-6H2,1H3","InChIKey=RVKCCVTVZORVGD-UHFFFAOYSA-N"
"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3","InChIKey=VLKZOEOYAKHREP-UHFFFAOYSA-N"
"InChI=1S/C12H10ClN3O/c13-11-8-10(6-7-14-11)16-12(17)15-9-4-2-1-3-5-9/h1-8H,(H2,14,15,16,17)","InChIKey=GPXLRLUVLMHHIK-UHFFFAOYSA-N"
"InChI=1S/C10H11N5O/c1-8-7-15(10(16)14-13-8)12-6-9-3-2-4-11-5-9/h2-6H,7H2,1H3,(H,14,16)/b12-6+","InChIKey=QHMTXANCGGJZRX-WUXMJOGZSA-N"
"InChI=1S/C4H8O3/c1-4(6)7-3-2-5/h5H,2-3H2,1H3","InChIKey=HXDLWJWIAHWIKI-UHFFFAOYSA-N"
"InChI=1S/C24H38O4/c1-19(2)13-7-5-11-17-27-23(25)21-15-9-10-16-22(21)24(26)28-18-12-6-8-14-20(3)4/h9-10,15-16,19-20H,5-8,11-14,17-18H2,1-4H3","InChIKey=IJFPVINAQGWBRJ-UHFFFAOYSA-N"
"InChI=1S/2C6H14O3/c1-5(7)3-9-4-6(2)8;1-3-5(7)9-6(8)4-2/h2*5-8H,3-4H2,1-2H3","InChIKey=ZWHXRCBKXVJADE-UHFFFAOYSA-N"
"InChI=1S/C11H20O2/c1-2-3-4-5-6-7-10-8-9-11(12)13-10/h10H,2-9H2,1H3","InChIKey=PHXATPHONSXBIL-UHFFFAOYSA-N"
"InChI=1S/NO3.Na/c2-1(3)4;/q-1;+1","InChIKey=VWDWKYIASSYTQR-UHFFFAOYSA-N"
"InChI=1S/C14H15N3/c1-10-9-13(11-7-8-11)17-14(15-10)16-12-5-3-2-4-6-12/h2-6,9,11H,7-8H2,1H3,(H,15,16,17)","InChIKey=HAORKNGNJCEJBX-UHFFFAOYSA-N"
"InChI=1S/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3","InChIKey=CDOSHBSSFJOMGT-UHFFFAOYSA-N"
"InChI=1S/C8H10ClN5O3S/c1-12-4-17-5-13(8(12)11-14(15)16)3-6-2-10-7(9)18-6/h2H,3-5H2,1H3","InChIKey=NWWZPOKUUAIXIW-UHFFFAOYSA-N"
"InChI=1S/Fe.H2O4S/c;1-5(2,3)4/h;(H2,1,2,3,4)","InChIKey=MVZXTUSAYBWAAM-UHFFFAOYSA-N"
"InChI=1S/C6H4Cl2N2O2/c7-3-1-2(9)4(8)5(10-3)6(11)12/h1H,(H2,9,10)(H,11,12)","InChIKey=NIXXQNOQHKNPEJ-UHFFFAOYSA-N"
"InChI=1S/C10H19N5O/c1-6(2)11-8-13-9(12-7(3)4)15-10(14-8)16-5/h6-7H,1-5H3,(H2,11,12,13,14,15)","InChIKey=ISEUFVQQFVOBCY-UHFFFAOYSA-N"
"InChI=1S/C12H14ClNO2/c1-12(2)8-16-14(11(12)15)7-9-5-3-4-6-10(9)13/h3-6H,7-8H2,1-2H3","InChIKey=KIEDNEWSYUYDSN-UHFFFAOYSA-N"
"InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)","InChIKey=XBDQKXXYIPTUBI-UHFFFAOYSA-N"
"InChI=1S/C6H4Cl2N2O2/c7-4-1-3(10(11)12)2-5(8)6(4)9/h1-2H,9H2","InChIKey=BIXZHMJUSMUDOQ-UHFFFAOYSA-N"
"InChI=1S/C3H6O3.H3N/c1-5-3(4)6-2;/h1-2H3;1H3/p+1","InChIKey=RFWUVBKCQXZNRA-UHFFFAOYSA-O"
"InChI=1S/C8H10.Na/c1-7-5-3-4-6-8(7)2;/h3-6H,1-2H3;/q;+1","InChIKey=NPLGQUWGCAGUAF-UHFFFAOYSA-N"
"InChI=1S/C8H19O2PS3/c1-4-9-11(12,10-5-2)14-8-7-13-6-3/h4-8H2,1-3H3","InChIKey=DOFZAZXDOSGAJZ-UHFFFAOYSA-N"
"InChI=1S/C2H4O3/c1-2(3)5-4/h4H,1H3","InChIKey=KFSLWBXXFJQRDL-UHFFFAOYSA-N"
"InChI=1S/C5H12NO4P.H3N/c1-11(9,10)3-2-4(6)5(7)8;/h4H,2-3,6H2,1H3,(H,7,8)(H,9,10);1H3","InChIKey=ZBMRKNMTMPPMMK-UHFFFAOYSA-N"
"InChI=1S/C12H13N3/c1-9-8-10(2)14-12(13-9)15-11-6-4-3-5-7-11/h3-8H,1-2H3,(H,13,14,15)","InChIKey=ZLIBICFPKPWGIZ-UHFFFAOYSA-N"
"InChI=1S/CN.Na/c1-2;","InChIKey=RTVFYQXEHKQMKO-UHFFFAOYSA-N"
"InChI=1S/C3H8O2/c1-5-3-2-4/h4H,2-3H2,1H3","InChIKey=XNWFRZJHXBZDAG-UHFFFAOYSA-N"
"InChI=1S/C15H13Cl2F3N2O4/c1-3-24-11(23)6-25-10-4-7(9(18)5-8(10)16)13-12(17)14(22(2)21-13)26-15(19)20/h4-5,15H,3,6H2,1-2H3","InChIKey=APTZNLHMIGJTEW-UHFFFAOYSA-N"
"InChI=1S/C2H6O2/c1-3-4-2/h1-2H3","InChIKey=SRXOCFMDUSFFAK-UHFFFAOYSA-N"
"InChI=1S/C12H9Cl2NO3/c1-3-12(2)10(16)15(11(17)18-12)9-5-7(13)4-8(14)6-9/h3-6H,1H2,2H3","InChIKey=FSCWZHGZWWDELK-UHFFFAOYSA-N"
"InChI=1S/C9H16ClN4/c10-2-1-3-14-7-11-4-12(8-14)6-13(5-11)9-14/h1-2H,3-9H2/q+1","InChIKey=LDLCEGCJYSDJLX-UHFFFAOYSA-N"
"InChI=1S/C6H8Cl2N2O2/c1-3-6(2)4(11)9(7)5(12)10(6)8/h3H2,1-2H3","InChIKey=OFTZZDZZNXTWFO-UHFFFAOYSA-N"
"InChI=1S/C11H13F3N2O3S/c1-6-4-7(2)10(5-9(6)15-8(3)17)16-20(18,19)11(12,13)14/h4-5,16H,1-3H3,(H,15,17)","InChIKey=OKIBNKKYNPBDRS-UHFFFAOYSA-N"
"InChI=1S/C3H6N2/c1-2-5-3-4-1/h3H,1-2H2,(H,4,5)","InChIKey=MTNDZQHUAFNZQY-UHFFFAOYSA-N"
"InChI=1S/C23H19ClF3NO3/c1-22(2)17(12-19(24)23(25,26)27)20(22)21(29)31-18(13-28)14-7-6-10-16(11-14)30-15-8-4-3-5-9-15/h3-12,17-18,20H,1-2H3/b19-12-/t17-,18+,20-/m0/s1","InChIKey=ZXQYGBMAQZUVMI-GCMPRSNUSA-N"
"InChI=1S/C3H4O/c1-2-3-4/h2-3H,1H2","InChIKey=HGINCPLSRVDWNT-UHFFFAOYSA-N"
"InChI=1S/CH2O3.2Cu.2H3N/c2-1(3)4;;;;/h(H2,2,3,4);;;2*1H3","InChIKey=QBJKKQBSMUBAJA-UHFFFAOYSA-N"
"InChI=1S/C3H6O/c1-3-2-4-3/h3H,2H2,1H3","InChIKey=GOOHAUXETOMSMM-UHFFFAOYSA-N"
"InChI=1S/C3H4Cl2/c4-2-1-3-5/h1-2H,3H2","InChIKey=UOORRWUZONOOLO-UHFFFAOYSA-N"
"InChI=1S/C8H10O/c1-6-3-4-8(9)7(2)5-6/h3-5,9H,1-2H3","InChIKey=KUFFULVDNCHOFZ-UHFFFAOYSA-N"
"InChI=1S/C6H14O4/c7-1-3-9-5-6-10-4-2-8/h7-8H,1-6H2","InChIKey=ZIBGPFATKBEMQZ-UHFFFAOYSA-N"
"InChI=1S/C16H16N2O4/c1-11-5-3-6-12(9-11)18-16(20)22-14-8-4-7-13(10-14)17-15(19)21-2/h3-10H,1-2H3,(H,17,19)(H,18,20)","InChIKey=IDOWTHOLJBTAFI-UHFFFAOYSA-N"
"InChI=1S/C14H9ClF2N2O2/c15-8-4-6-9(7-5-8)18-14(21)19-13(20)12-10(16)2-1-3-11(12)17/h1-7H,(H2,18,19,20,21)","InChIKey=QQQYTWIFVNKMRW-UHFFFAOYSA-N"
"InChI=1S/C7H14O/c1-7(2)5-3-4-6-8-7/h3-6H2,1-2H3","InChIKey=SWZUJPXFLKZGLI-UHFFFAOYSA-N"
"InChI=1S/C2H4O3/c3-1-2(4)5/h3H,1H2,(H,4,5)","InChIKey=AEMRFAOFKBGASW-UHFFFAOYSA-N"
"InChI=1S/C9H8N4OS/c14-9(12-8-6-10-13-15-8)11-7-4-2-1-3-5-7/h1-6H,(H2,11,12,14)","InChIKey=HFCYZXMHUIHAQI-UHFFFAOYSA-N"
"InChI=1S/C15H11ClF3NO4/c1-2-23-14-8-10(4-5-12(14)20(21)22)24-13-6-3-9(7-11(13)16)15(17,18)19/h3-8H,2H2,1H3","InChIKey=OQMBBFQZGJFLBU-UHFFFAOYSA-N"
"InChI=1S/C23H19ClF3NO3/c1-22(2)17(12-19(24)23(25,26)27)20(22)21(29)31-18(13-28)14-7-6-10-16(11-14)30-15-8-4-3-5-9-15/h3-12,17-18,20H,1-2H3/b19-12-","InChIKey=ZXQYGBMAQZUVMI-UNOMPAQXSA-N"
"InChI=1S/C10H20NO4PS/c1-6-11-16(17,13-5)15-9(4)7-10(12)14-8(2)3/h7-8H,6H2,1-5H3,(H,11,17)/b9-7+","InChIKey=BZNDWPRGXNILMS-VQHVLOKHSA-N"
"InChI=1S/C20H38O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h11-12H,3-10,13-19H2,1-2H3/b12-11-","InChIKey=LVGKNOAMLMIIKO-QXMHVHEDSA-N"
"InChI=1S/Ag.NO3/c;2-1(3)4/q+1;-1","InChIKey=SQGYOTSLMSWVJD-UHFFFAOYSA-N"
"InChI=1S/C21H22N2O2/c24-18-10-16-19-13-9-17-21(6-7-22(17)11-12(13)5-8-25-16)14-3-1-2-4-15(14)23(18)20(19)21/h1-5,13,16-17,19-20H,6-11H2/t13-,16-,17-,19-,20-,21+/m0/s1","InChIKey=QMGVPVSNSZLJIA-FVWCLLPLSA-N"
"InChI=1S/C3H4O2/c1-2-3(4)5/h2H,1H2,(H,4,5)","InChIKey=NIXOWILDQLNWCW-UHFFFAOYSA-N"
"InChI=1S/ClHO3.ClH.3Na/c2-1(3)4;;;;/h(H,2,3,4);1H;;;/q;;3*+1/p-2","InChIKey=XUHHNJVTZRAMLU-UHFFFAOYSA-L"
"InChI=1S/C22H19Br2NO3/c1-22(2)17(12-19(23)24)20(22)21(26)28-18(13-25)14-7-6-10-16(11-14)27-15-8-4-3-5-9-15/h3-12,17-18,20H,1-2H3/t17-,18+,20-/m0/s1","InChIKey=OWZREIFADZCYQD-NSHGMRRFSA-N"
"InChI=1S/H2O5S/c1-5-6(2,3)4/h1H,(H,2,3,4)/p-2","InChIKey=FHHJDRFHHWUPDG-UHFFFAOYSA-L"
"InChI=1S/C21H28N2O.C7H6O2/c1-5-23(6-2,15-19-13-8-7-9-14-19)16-20(24)22-21-17(3)11-10-12-18(21)4;8-7(9)6-4-2-1-3-5-6/h7-14H,5-6,15-16H2,1-4H3;1-5H,(H,8,9)","InChIKey=VWTINHYPRWEBQY-UHFFFAOYSA-N"
"InChI=1S/C83H146O7/c1-6-11-16-21-26-31-36-40-44-49-54-59-64-69-74-83(82(87)89-76-71-66-61-56-51-46-42-38-33-28-23-18-13-8-3,77-80(85)90-79(84)73-68-63-58-53-48-43-39-34-29-24-19-14-9-4)78(72-67-62-57-52-47-35-30-25-20-15-10-5)81(86)88-75-70-65-60-55-50-45-41-37-32-27-22-17-12-7-2/h21-24,26-29,41-42,45-46,52,57,78H,6-20,25,30-40,43-44,47-51,53-56,58-77H2,1-5H3/b26-21-,27-22?,28-23?,29-24-,45-41+,46-42-,57-52-","InChIKey=BICAFOAASKEUGM-FLOWRXELSA-N"
"InChI=1S/C2H7NO/c1-2(3)4/h2,4H,3H2,1H3","InChIKey=UJPKMTDFFUTLGM-UHFFFAOYSA-N"
"InChI=1S/C16H16N2O4/c1-2-21-15(19)18-13-9-6-10-14(11-13)22-16(20)17-12-7-4-3-5-8-12/h3-11H,2H2,1H3,(H,17,20)(H,18,19)","InChIKey=WZJZMXBKUWKXTQ-UHFFFAOYSA-N"
"InChI=1S/C9H17NOS/c1-2-12-9(11)10-7-5-3-4-6-8-10/h2-8H2,1H3","InChIKey=DEDOPGXGGQYYMW-UHFFFAOYSA-N"
"InChI=1S/C18H12Cl2N2O/c19-13-9-7-12(8-10-13)14-4-1-2-6-16(14)22-18(23)15-5-3-11-21-17(15)20/h1-11H,(H,22,23)","InChIKey=WYEMLYFITZORAB-UHFFFAOYSA-N"
"InChI=1S/C9H21N/c1-7(2)10(8(3)4)9(5)6/h7-9H,1-6H3","InChIKey=RKBCYCFRFCNLTO-UHFFFAOYSA-N"
"InChI=1S/C30H23BrO4/c31-23-16-14-20(15-17-23)19-10-12-22(13-11-19)26(32)18-25(21-6-2-1-3-7-21)28-29(33)24-8-4-5-9-27(24)35-30(28)34/h1-17,25-26,32-33H,18H2","InChIKey=OWNRRUFOJXFKCU-UHFFFAOYSA-N"
"InChI=1S/C2H8N2.Cu/c3-1-2-4;/h1-4H2;","InChIKey=AQEDFGUKQJUMBV-UHFFFAOYSA-N"
"InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2","InChIKey=PEDCQBHIVMGVHV-UHFFFAOYSA-N"
"InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3","InChIKey=TVMXDCGIABBOFY-UHFFFAOYSA-N"
"InChI=1S/C12H11N5/c1-2-4-9(5-3-1)6-13-11-10-12(15-7-14-10)17-8-16-11/h1-5,7-8H,6H2,(H2,13,14,15,16,17)","InChIKey=NWBJYWHLCVSVIJ-UHFFFAOYSA-N"
"InChI=1S/C7H3Br2NO/c8-5-1-4(3-10)2-6(9)7(5)11/h1-2,11H","InChIKey=UPMXNNIRAGDFEH-UHFFFAOYSA-N"
"InChI=1S/C13H16F3N3O4/c1-3-5-17(6-4-2)12-10(18(20)21)7-9(13(14,15)16)8-11(12)19(22)23/h7-8H,3-6H2,1-2H3","InChIKey=ZSDSQXJSNMTJDA-UHFFFAOYSA-N"
"InChI=1S/C15H18Cl2N2O3/c1-8(2)21-12-7-11(9(16)6-10(12)17)19-14(20)22-13(18-19)15(3,4)5/h6-8H,1-5H3","InChIKey=CHNUNORXWHYHNE-UHFFFAOYSA-N"
"InChI=1S/C5H6N2/c6-5-1-3-7-4-2-5/h1-4H,(H2,6,7)","InChIKey=NUKYPUAOHBNCPY-UHFFFAOYSA-N"
